mese;giorno;data - ora;Gb(i);Gd(i);Gr(i);Altezza sole;Temperatura aria ext;Text media giornaliera;Text media mensile;Text media giornaliera per calcolo GG;Gradi giorno;secondi in un ora;secondi in un giorno;secondi in un mese;Htr [W/K];Hve [W/K];Qht orario [MJ];Qht giornaliero [MJ];Qht mensile [MJ]
;;24/09/2020 - 12:09;839,56;164,63;12,09;51,41;27,55;;;;;;;;;;-45,2;;
;;24/09/2020 - 13:09;711,41;236,45;11,71;52,49;27,79;;;;;;;;;;-46,6;;
;;24/09/2020 - 14:09;743,3;175,08;11,41;48,63;27,64;;;;;;;;;;-45,7;;
;;24/09/2020 - 15:09;639,36;143,47;9,89;41,01;27,38;;;;;;;;;;-44,2;;
;;24/09/2020 - 16:09;434,99;132,3;7,4;31,13;26,98;;;;;;;;;;-41,8;;
;;24/09/2020 - 17:09;210,5;105,31;4,37;20,02;26,29;;;;;;;;;;-37,6;;
;;24/09/2020 - 18:09;39,12;47,19;1,41;8,28;25,36;;;;;;;;;;-32,1;;
;;24/09/2020 - 19:09;0;0;0;0;24,25;;;;;;;;;;-25,4;;
;;24/09/2020 - 20:09;0;0;0;0;23,29;;;;;;;;;;-19,7;;
;;24/09/2020 - 21:09;0;0;0;0;22,49;;;;;;;;;;-14,9;;
;;24/09/2020 - 22:09;0;0;0;0;21,95;;;;;;;;;;-11,7;;
;;24/09/2020 - 23:09;0;0;0;0;21,57;23,68;;23,6225;;;;;;;-9,4;;
;venerdì;25/09/2020 - 00:09;0;0;0;0;21,16;;;;;;;;;;-6,9;-620,62;
;;25/09/2020 - 01:09;0;0;0;0;20,71;;;;;;;;;;-4,2;;
;;25/09/2020 - 02:09;0;0;0;0;20,6;;;;;;;;;;-3,6;;
;;25/09/2020 - 03:09;0;0;0;0;20,87;;;;;;;;;;-5,2;;
;;25/09/2020 - 04:09;0;0;0;0;20,6;;;;;;;;;;-3,6;;
;;25/09/2020 - 05:09;0;0;0;0;20,46;;;;;;;;;;-2,8;;
;;25/09/2020 - 06:09;0;0;0;0;20,8;;;;;;;;;;-4,8;;
;;25/09/2020 - 07:09;4,91;12,04;0,23;3,07;21,44;;;;;;;;;;-8,6;;
;;25/09/2020 - 08:09;145,4;100,23;2,83;14,94;22,38;;;;;;;;;;-14,2;;
;;25/09/2020 - 09:09;361,17;144,27;5,83;26,35;23,88;;;;;;;;;;-23,2;;
;;25/09/2020 - 10:09;543,61;174,63;8,43;36,81;25,75;;;;;;;;;;-34,4;;
;;25/09/2020 - 11:09;695,34;184,7;10,46;45,48;27,2;;;;;;;;;;-43,1;;
;;25/09/2020 - 12:09;787,56;183,32;11,68;51,06;28,04;;;;;;;;;;-48,1;;
;;25/09/2020 - 13:09;777,04;191,67;11,83;52,09;28,41;;;;;;;;;;-50,3;;
;;25/09/2020 - 14:09;722,18;176;11,12;48,23;28,6;;;;;;;;;;-51,5;;
;;25/09/2020 - 15:09;596,86;157,28;9,52;40,65;28,3;;;;;;;;;;-49,7;;
;;25/09/2020 - 16:09;395,54;144,34;7,04;30,79;28,15;;;;;;;;;;-48,8;;
;;25/09/2020 - 17:09;183,5;112,68;4,1;19,7;27,77;;;;;;;;;;-46,5;;
;;25/09/2020 - 18:09;19,97;48,73;1,11;7,97;26,87;;;;;;;;;;-41,1;;
;;25/09/2020 - 19:09;0;0;0;0;25,7;;;;;;;;;;-34,1;;
;;25/09/2020 - 20:09;0;0;0;0;25,18;;;;;;;;;;-31,0;;
;;25/09/2020 - 21:09;0;0;0;0;24,3;;;;;;;;;;-25,7;;
;;25/09/2020 - 22:09;0;0;0;0;23,71;;;;;;;;;;-22,2;;
;;25/09/2020 - 23:09;0;0;0;0;22,85;24,32;;24,53;;;;;;;-17,1;;
;sabato;26/09/2020 - 00:09;0;0;0;0;20,88;;;;;;;;;;-5,3;104,64;
;;26/09/2020 - 01:09;0;0;0;0;19,92;;;;;;;;;;0,5;;
;;26/09/2020 - 02:09;0;0;0;0;19,63;;;;;;;;;;2,2;;
;;26/09/2020 - 03:09;0;0;0;0;19,23;;;;;;;;;;4,6;;
;;26/09/2020 - 04:09;0;0;0;0;19,13;;;;;;;;;;5,2;;
;;26/09/2020 - 05:09;0;0;0;0;18,45;;;;;;;;;;9,3;;
;;26/09/2020 - 06:09;0;0;0;0;17,9;;;;;;;;;;12,6;;
;;26/09/2020 - 07:09;2,61;10,18;0,18;2,91;17,78;;;;;;;;;;13,3;;
;;26/09/2020 - 08:09;3,01;77,06;1,28;14,76;17,9;;;;;;;;;;12,6;;
;;26/09/2020 - 09:09;432,99;123,49;6,25;26,15;18,19;;;;;;;;;;10,8;;
;;26/09/2020 - 10:09;598,58;162,83;8,82;36,57;19,01;;;;;;;;;;5,9;;
;;26/09/2020 - 11:09;746,76;175,7;10,87;45,18;19,65;;;;;;;;;;2,1;;
;;26/09/2020 - 12:09;796,25;198,36;11,92;50,7;20,04;;;;;;;;;;-0,2;;
;;26/09/2020 - 13:09;770,49;214,05;12;51,69;20,61;;;;;;;;;;-3,6;;
;;26/09/2020 - 14:09;648,96;231,52;10,96;47,84;21,02;;;;;;;;;;-6,1;;
;;26/09/2020 - 15:09;594,02;173,59;9,65;40,28;21,05;;;;;;;;;;-6,3;;
;;26/09/2020 - 16:09;426,69;138,6;7,29;30,46;20,6;;;;;;;;;;-3,6;;
;;26/09/2020 - 17:09;210,24;105,28;4,3;19,38;20,23;;;;;;;;;;-1,4;;
;;26/09/2020 - 18:09;38,03;43,82;1,31;7,67;19,69;;;;;;;;;;1,9;;
;;26/09/2020 - 19:09;0;0;0;0;18,99;;;;;;;;;;6,0;;
;;26/09/2020 - 20:09;0;0;0;0;18,52;;;;;;;;;;8,9;;
;;26/09/2020 - 21:09;0;0;0;0;18,25;;;;;;;;;;10,5;;
;;26/09/2020 - 22:09;0;0;0;0;18;;;;;;;;;;12,0;;
;;26/09/2020 - 23:09;0;0;0;0;17,84;19,27;;18,885;;;;;;;12,9;;
;domenica;27/09/2020 - 00:09;0;0;0;0;17,9;;;;;;;;;;12,6;150,41;
;;27/09/2020 - 01:09;0;0;0;0;17,73;;;;;;;;;;13,6;;
;;27/09/2020 - 02:09;0;0;0;0;17,43;;;;;;;;;;15,4;;
;;27/09/2020 - 03:09;0;0;0;0;17,26;;;;;;;;;;16,4;;
;;27/09/2020 - 04:09;0;0;0;0;17,07;;;;;;;;;;17,5;;
;;27/09/2020 - 05:09;0;0;0;0;16,99;;;;;;;;;;18,0;;
;;27/09/2020 - 06:09;0;0;0;0;16,9;;;;;;;;;;18,5;;
;;27/09/2020 - 07:09;0;2,77;0,05;2,74;16,78;;;;;;;;;;19,3;;
;;27/09/2020 - 08:09;173,79;92,93;2,92;14,59;17,1;;;;;;;;;;17,4;;
;;27/09/2020 - 09:09;26,41;175,45;3,08;25,95;17,57;;;;;;;;;;14,5;;
;;27/09/2020 - 10:09;583,45;159,01;8,57;36,33;19,11;;;;;;;;;;5,3;;
;;27/09/2020 - 11:09;45,6;305,47;5,4;44,89;20,03;;;;;;;;;;-0,2;;
;;27/09/2020 - 12:09;135,66;372,71;7,35;50,34;20,98;;;;;;;;;;-5,9;;
;;27/09/2020 - 13:09;163,87;381,58;7,8;51,3;21,64;;;;;;;;;;-9,8;;
;;27/09/2020 - 14:09;612,32;235,74;10,55;47,45;22,35;;;;;;;;;;-14,1;;
;;27/09/2020 - 15:09;61,07;288,4;5,32;39,91;22,27;;;;;;;;;;-13,6;;
;;27/09/2020 - 16:09;100,25;230,59;4,83;30,12;22,1;;;;;;;;;;-12,6;;
;;27/09/2020 - 17:09;0;55,46;0,9;19,06;21,4;;;;;;;;;;-8,4;;
;;27/09/2020 - 18:09;0;21,26;0,35;7,36;19,13;;;;;;;;;;5,2;;
;;27/09/2020 - 19:09;0;0;0;0;18,89;;;;;;;;;;6,6;;
;;27/09/2020 - 20:09;0;0;0;0;18,58;;;;;;;;;;8,5;;
;;27/09/2020 - 21:09;0;0;0;0;18,69;;;;;;;;;;7,8;;
;;27/09/2020 - 22:09;0;0;0;0;18,69;;;;;;;;;;7,8;;
;;27/09/2020 - 23:09;0;0;0;0;18,27;18,95;;18,82;;;;;;;10,4;;
;lunedì;28/09/2020 - 00:09;0;0;0;0;17,63;;;;;;;;;;14,2;240,16;
;;28/09/2020 - 01:09;0;0;0;0;17,05;;;;;;;;;;17,6;;
;;28/09/2020 - 02:09;0;0;0;0;16,62;;;;;;;;;;20,2;;
;;28/09/2020 - 03:09;0;0;0;0;16,42;;;;;;;;;;21,4;;
;;28/09/2020 - 04:09;0;0;0;0;16,23;;;;;;;;;;22,6;;
;;28/09/2020 - 05:09;0;0;0;0;16,09;;;;;;;;;;23,4;;
;;28/09/2020 - 06:09;0;0;0;0;15,95;;;;;;;;;;24,2;;
;;28/09/2020 - 07:09;2,98;9,27;0,17;2,58;15,85;;;;;;;;;;24,8;;
;;28/09/2020 - 08:09;202,48;85,65;3,04;14,41;16,59;;;;;;;;;;20,4;;
;;28/09/2020 - 09:09;437,17;117,52;6,13;25,75;18,12;;;;;;;;;;11,2;;
;;28/09/2020 - 10:09;619,17;146,88;8,75;36,08;19,1;;;;;;;;;;5,4;;
;;28/09/2020 - 11:09;746,41;169,59;10,69;44,59;19,78;;;;;;;;;;1,3;;
;;28/09/2020 - 12:09;842,16;165,54;11,92;49,98;20,32;;;;;;;;;;-1,9;;
;;28/09/2020 - 13:09;799,01;190,71;11,92;50,9;20,74;;;;;;;;;;-4,4;;
;;28/09/2020 - 14:09;713,86;190,06;11,06;47,06;20,94;;;;;;;;;;-5,6;;
;;28/09/2020 - 15:09;600,55;162,52;9,49;39,55;20,94;;;;;;;;;;-5,6;;
;;28/09/2020 - 16:09;420,63;135,04;7,08;29,78;20,74;;;;;;;;;;-4,4;;
;;28/09/2020 - 17:09;203,14;102,79;4,1;18,75;20,3;;;;;;;;;;-1,8;;
;;28/09/2020 - 18:09;30,16;42,07;1,13;7,05;19,64;;;;;;;;;;2,2;;
;;28/09/2020 - 19:09;0;0;0;0;18,89;;;;;;;;;;6,6;;
;;28/09/2020 - 20:09;0;0;0;0;18,39;;;;;;;;;;9,6;;
;;28/09/2020 - 21:09;0;0;0;0;18,11;;;;;;;;;;11,3;;
;;28/09/2020 - 22:09;0;0;0;0;17,83;;;;;;;;;;13,0;;
;;28/09/2020 - 23:09;0;0;0;0;17,59;18,33;;18,325;;;;;;;14,4;;
;martedì;29/09/2020 - 00:09;0;0;0;0;17,47;;;;;;;;;;15,1;49,36;
;;29/09/2020 - 01:09;0;0;0;0;17,48;;;;;;;;;;15,1;;
;;29/09/2020 - 02:09;0;0;0;0;17,59;;;;;;;;;;14,4;;
;;29/09/2020 - 03:09;0;0;0;0;17,68;;;;;;;;;;13,9;;
;;29/09/2020 - 04:09;0;0;0;0;17,86;;;;;;;;;;12,8;;
;;29/09/2020 - 05:09;0;0;0;0;17,95;;;;;;;;;;12,3;;
;;29/09/2020 - 06:09;0;0;0;0;17,91;;;;;;;;;;12,5;;
;;29/09/2020 - 07:09;0;0;0;0;17,76;;;;;;;;;;13,4;;
;;29/09/2020 - 08:09;203,75;83,89;2,99;14,23;17,99;;;;;;;;;;12,0;;
;;29/09/2020 - 09:09;411,05;128,64;5,97;25,54;19,08;;;;;;;;;;5,5;;
;;29/09/2020 - 10:09;594,51;158,31;8,58;35,84;20,09;;;;;;;;;;-0,5;;
;;29/09/2020 - 11:09;714,65;185,5;10,49;44,28;20,92;;;;;;;;;;-5,5;;
;;29/09/2020 - 12:09;666,52;253,99;11,06;49,62;21,76;;;;;;;;;;-10,5;;
;;29/09/2020 - 13:09;750,51;213,79;11,62;50,5;22,24;;;;;;;;;;-13,4;;
;;29/09/2020 - 14:09;561,81;261,87;10,25;46,66;22,55;;;;;;;;;;-15,3;;
;;29/09/2020 - 15:09;574,25;173,39;9,28;39,18;22,63;;;;;;;;;;-15,7;;
;;29/09/2020 - 16:09;407,88;139,5;6,95;29,44;22,57;;;;;;;;;;-15,4;;
;;29/09/2020 - 17:09;198,34;101,99;4;18,43;22;;;;;;;;;;-12,0;;
;;29/09/2020 - 18:09;29,96;39,42;1,07;6,75;21,17;;;;;;;;;;-7,0;;
;;29/09/2020 - 19:09;0;0;0;0;20,34;;;;;;;;;;-2,0;;
;;29/09/2020 - 20:09;0;0;0;0;19,87;;;;;;;;;;0,8;;
;;29/09/2020 - 21:09;0;0;0;0;19,39;;;;;;;;;;3,6;;
;;29/09/2020 - 22:09;0;0;0;0;18,96;;;;;;;;;;6,2;;
;;29/09/2020 - 23:09;0;0;0;0;18,49;19,66;;19,765;;;;;;;9,0;;
;mercoledì;30/09/2020 - 00:09;0;0;0;0;18,04;;;;;;;;;;11,7;50,44;
;;30/09/2020 - 01:09;0;0;0;0;17,62;;;;;;;;;;14,2;;
;;30/09/2020 - 02:09;0;0;0;0;17,28;;;;;;;;;;16,3;;
;;30/09/2020 - 03:09;0;0;0;0;17,03;;;;;;;;;;17,8;;
;;30/09/2020 - 04:09;0;0;0;0;16,7;;;;;;;;;;19,7;;
;;30/09/2020 - 05:09;0;0;0;0;16,44;;;;;;;;;;21,3;;
;;30/09/2020 - 06:09;0;0;0;0;16,19;;;;;;;;;;22,8;;
;;30/09/2020 - 07:09;0;0;0;0;16,02;;;;;;;;;;23,8;;
;;30/09/2020 - 08:09;197,1;87,44;2,95;14,05;16,7;;;;;;;;;;19,7;;
;;30/09/2020 - 09:09;411,56;130,47;5,95;25,34;18,67;;;;;;;;;;8,0;;
;;30/09/2020 - 10:09;602,18;158,08;8,61;35,59;20,14;;;;;;;;;;-0,8;;
;;30/09/2020 - 11:09;751,35;169,69;10,64;43,98;21,39;;;;;;;;;;-8,3;;
;;30/09/2020 - 12:09;816,26;182,45;11,74;49,25;22,5;;;;;;;;;;-15,0;;
;;30/09/2020 - 13:09;788,47;198,52;11,8;50,11;23,3;;;;;;;;;;-19,7;;
;;30/09/2020 - 14:09;703,18;196,61;10,93;46,27;23,67;;;;;;;;;;-22,0;;
;;30/09/2020 - 15:09;613,49;155;9,44;38,82;23,57;;;;;;;;;;-21,4;;
;;30/09/2020 - 16:09;412,04;138,07;6,93;29,11;23,06;;;;;;;;;;-18,3;;
;;30/09/2020 - 17:09;234,75;85,08;4,16;18,11;22,42;;;;;;;;;;-14,5;;
;;30/09/2020 - 18:09;27,72;38,57;1,01;6,44;21,59;;;;;;;;;;-9,5;;
;;30/09/2020 - 19:09;0;0;0;0;20,69;;;;;;;;;;-4,1;;
;;30/09/2020 - 20:09;0;0;0;0;20,2;;;;;;;;;;-1,2;;
;;30/09/2020 - 21:09;0;0;0;0;19,89;;;;;;;;;;0,7;;
;;30/09/2020 - 22:09;0;0;0;0;19,46;;;;;;;;;;3,2;;
;;30/09/2020 - 23:09;0;0;0;0;19;19,65;;19,64;;;;;;;6,0;;
ottobre;giovedì;01/10/2020 - 00:09;0;0;0;0;18,4;;;;;;;;;;9,6;-100,22;
;;01/10/2020 - 01:09;0;0;0;0;18,13;;;;;;;;;;11,2;;
;;01/10/2020 - 02:09;0;0;0;0;18,6;;;;;;;;;;8,4;;
;;01/10/2020 - 03:09;0;0;0;0;18,58;;;;;;;;;;8,5;;
;;01/10/2020 - 04:09;0;0;0;0;18,65;;;;;;;;;;8,1;;
;;01/10/2020 - 05:09;0;0;0;0;18,32;;;;;;;;;;10,1;;
;;01/10/2020 - 06:09;0;0;0;0;17,61;;;;;;;;;;14,3;;
;;01/10/2020 - 07:09;0;0;0;0;17,62;;;;;;;;;;14,2;;
;;01/10/2020 - 08:09;58,04;100,39;2,03;13,87;18,7;;;;;;;;;;7,8;;
;;01/10/2020 - 09:09;218,24;186,34;4,86;25,13;20,92;;;;;;;;;;-5,5;;
;;01/10/2020 - 10:09;418,48;225,35;7,58;35,34;21,9;;;;;;;;;;-11,4;;
;;01/10/2020 - 11:09;481,3;277,07;9,16;43,68;22,63;;;;;;;;;;-15,7;;
;;01/10/2020 - 12:09;543,68;294,93;10,22;48,89;23,23;;;;;;;;;;-19,3;;
;;01/10/2020 - 13:09;377,45;349,49;9,38;49,71;23,33;;;;;;;;;;-19,9;;
;;01/10/2020 - 14:09;271;341,55;8,22;45,88;23,11;;;;;;;;;;-18,6;;
;;01/10/2020 - 15:09;196,08;293,11;6,74;38,46;23,29;;;;;;;;;;-19,7;;
;;01/10/2020 - 16:09;95,78;219,47;4,56;28,77;23,24;;;;;;;;;;-19,4;;
;;01/10/2020 - 17:09;29,83;124,2;2,35;17,8;23,06;;;;;;;;;;-18,3;;
;;01/10/2020 - 18:09;7,4;34,66;0,66;6,14;22,44;;;;;;;;;;-14,6;;
;;01/10/2020 - 19:09;0;0;0;0;21,71;;;;;;;;;;-10,2;;
;;01/10/2020 - 20:09;0;0;0;0;21,34;;;;;;;;;;-8,0;;
;;01/10/2020 - 21:09;0;0;0;0;21,17;;;;;;;;;;-7,0;;
;;01/10/2020 - 22:09;0;0;0;0;20,69;;;;;;;;;;-4,1;;
;;01/10/2020 - 23:09;0;0;0;0;20,08;20,70;;20,8;;;;;;;-0,5;;
;venerdì;02/10/2020 - 00:09;0;0;0;0;19,84;;;;;;;;;;1,0;-291,07;
;;02/10/2020 - 01:09;0;0;0;0;19,97;;;;;;;;;;0,2;;
;;02/10/2020 - 02:09;0;0;0;0;20,27;;;;;;;;;;-1,6;;
;;02/10/2020 - 03:09;0;0;0;0;20,42;;;;;;;;;;-2,5;;
;;02/10/2020 - 04:09;0;0;0;0;20,07;;;;;;;;;;-0,4;;
;;02/10/2020 - 05:09;0;0;0;0;19,23;;;;;;;;;;4,6;;
;;02/10/2020 - 06:09;0;0;0;0;18,71;;;;;;;;;;7,7;;
;;02/10/2020 - 07:09;0;0;0;0;18,4;;;;;;;;;;9,6;;
;;02/10/2020 - 08:09;96,5;102,3;2,32;13,69;19,25;;;;;;;;;;4,5;;
;;02/10/2020 - 09:09;157,8;194,72;4,43;24,92;22,19;;;;;;;;;;-13,1;;
;;02/10/2020 - 10:09;159,61;276,63;5,86;35,09;23,45;;;;;;;;;;-20,6;;
;;02/10/2020 - 11:09;477,08;281,8;9,14;43,37;24,21;;;;;;;;;;-25,2;;
;;02/10/2020 - 12:09;675,93;242,66;10,88;48,53;24,43;;;;;;;;;;-26,5;;
;;02/10/2020 - 13:09;688,76;236,84;11,09;49,32;24,59;;;;;;;;;;-27,5;;
;;02/10/2020 - 14:09;579,05;245,99;10,1;45,49;24,99;;;;;;;;;;-29,9;;
;;02/10/2020 - 15:09;525,04;189,8;8,79;38,09;25,1;;;;;;;;;;-30,5;;
;;02/10/2020 - 16:09;317,91;171,2;6,22;28,44;25,11;;;;;;;;;;-30,6;;
;;02/10/2020 - 17:09;177,41;103,35;3,67;17,48;24,73;;;;;;;;;;-28,3;;
;;02/10/2020 - 18:09;20,74;34,72;0,83;5,84;24;;;;;;;;;;-23,9;;
;;02/10/2020 - 19:09;0;0;0;0;23,01;;;;;;;;;;-18,0;;
;;02/10/2020 - 20:09;0;0;0;0;22,18;;;;;;;;;;-13,0;;
;;02/10/2020 - 21:09;0;0;0;0;21,84;;;;;;;;;;-11,0;;
;;02/10/2020 - 22:09;0;0;0;0;21,46;;;;;;;;;;-8,7;;
;;02/10/2020 - 23:09;0;0;0;0;21,2;22,03;;21,97;;;;;;;-7,2;;
;sabato;03/10/2020 - 00:09;0;0;0;0;20,96;;;;;;;;;;-5,7;-618,76;
;;03/10/2020 - 01:09;0;0;0;0;20,6;;;;;;;;;;-3,6;;
;;03/10/2020 - 02:09;0;0;0;0;20,48;;;;;;;;;;-2,9;;
;;03/10/2020 - 03:09;0;0;0;0;20,65;;;;;;;;;;-3,9;;
;;03/10/2020 - 04:09;0;0;0;0;20,73;;;;;;;;;;-4,4;;
;;03/10/2020 - 05:09;0;0;0;0;20,58;;;;;;;;;;-3,5;;
;;03/10/2020 - 06:09;0;0;0;0;20,67;;;;;;;;;;-4,0;;
;;03/10/2020 - 07:09;0;0;0;0;20,45;;;;;;;;;;-2,7;;
;;03/10/2020 - 08:09;114,52;98,77;2,38;13,5;20,98;;;;;;;;;;-5,9;;
;;03/10/2020 - 09:09;36,49;173,52;3,11;24,71;22,83;;;;;;;;;;-16,9;;
;;03/10/2020 - 10:09;1,38;169,3;2,77;34,84;25,29;;;;;;;;;;-31,7;;
;;03/10/2020 - 11:09;472,83;280,92;9,05;43,07;27,14;;;;;;;;;;-42,7;;
;;03/10/2020 - 12:09;351,41;351,36;9,01;48,17;28,25;;;;;;;;;;-49,4;;
;;03/10/2020 - 13:09;146,43;368,11;7,35;48,92;28,97;;;;;;;;;;-53,7;;
;;03/10/2020 - 14:09;455,32;291,36;9,35;45,11;29,4;;;;;;;;;;-56,2;;
;;03/10/2020 - 15:09;592,5;152,4;9,02;37,73;29,44;;;;;;;;;;-56,5;;
;;03/10/2020 - 16:09;85,99;214,91;4,36;28,1;28,67;;;;;;;;;;-51,9;;
;;03/10/2020 - 17:09;29,31;119,65;2,26;17,17;27,63;;;;;;;;;;-45,7;;
;;03/10/2020 - 18:09;3,39;28,29;0,51;5,54;26,54;;;;;;;;;;-39,1;;
;;03/10/2020 - 19:09;0;0;0;0;25,38;;;;;;;;;;-32,2;;
;;03/10/2020 - 20:09;0;0;0;0;24,78;;;;;;;;;;-28,6;;
;;03/10/2020 - 21:09;0;0;0;0;24,32;;;;;;;;;;-25,8;;
;;03/10/2020 - 22:09;0;0;0;0;24,3;;;;;;;;;;-25,7;;
;;03/10/2020 - 23:09;0;0;0;0;24,38;24,31;;24,375;;;;;;;-26,2;;
;domenica;04/10/2020 - 00:09;0;0;0;0;24,43;;;;;;;;;;-26,5;-488,99;
;;04/10/2020 - 01:09;0;0;0;0;23,61;;;;;;;;;;-21,6;;
;;04/10/2020 - 02:09;0;0;0;0;22,6;;;;;;;;;;-15,6;;
;;04/10/2020 - 03:09;0;0;0;0;21,99;;;;;;;;;;-11,9;;
;;04/10/2020 - 04:09;0;0;0;0;21,73;;;;;;;;;;-10,4;;
;;04/10/2020 - 05:09;0;0;0;0;21,28;;;;;;;;;;-7,7;;
;;04/10/2020 - 06:09;0;0;0;0;20,76;;;;;;;;;;-4,5;;
;;04/10/2020 - 07:09;0;0;0;0;20,14;;;;;;;;;;-0,8;;
;;04/10/2020 - 08:09;124,64;97,3;2,41;13,31;20,29;;;;;;;;;;-1,7;;
;;04/10/2020 - 09:09;2,94;127,89;2,1;24,49;22,65;;;;;;;;;;-15,9;;
;;04/10/2020 - 10:09;437,39;217,53;7,55;34,58;24,51;;;;;;;;;;-27,0;;
;;04/10/2020 - 11:09;626,5;218,04;9,74;42,76;25,7;;;;;;;;;;-34,1;;
;;04/10/2020 - 12:09;679,72;236,04;10,75;47,81;26,42;;;;;;;;;;-38,4;;
;;04/10/2020 - 13:09;140,61;365,6;7,25;48,53;27,19;;;;;;;;;;-43,0;;
;;04/10/2020 - 14:09;628,57;217,3;10,18;44,72;27,07;;;;;;;;;;-42,3;;
;;04/10/2020 - 15:09;556,56;168,72;8,78;37,37;26,43;;;;;;;;;;-38,5;;
;;04/10/2020 - 16:09;361,65;147,84;6,31;27,77;26,12;;;;;;;;;;-36,6;;
;;04/10/2020 - 17:09;144,61;110,32;3,34;16,86;25,52;;;;;;;;;;-33,0;;
;;04/10/2020 - 18:09;17,57;28,52;0,72;5,24;24,67;;;;;;;;;;-27,9;;
;;04/10/2020 - 19:09;0;0;0;0;23,56;;;;;;;;;;-21,3;;
;;04/10/2020 - 20:09;0;0;0;0;22,55;;;;;;;;;;-15,3;;
;;04/10/2020 - 21:09;0;0;0;0;21,36;;;;;;;;;;-8,1;;
;;04/10/2020 - 22:09;0;0;0;0;20,92;;;;;;;;;;-5,5;;
;;04/10/2020 - 23:09;0;0;0;0;20,23;23,41;;23,1325;;;;;;;-1,4;;
;lunedì;05/10/2020 - 00:09;0;0;0;0;20,11;;;;;;;;;;-0,7;-455,19;
;;05/10/2020 - 01:09;0;0;0;0;20,17;;;;;;;;;;-1,0;;
;;05/10/2020 - 02:09;0;0;0;0;20,42;;;;;;;;;;-2,5;;
;;05/10/2020 - 03:09;0;0;0;0;20,29;;;;;;;;;;-1,7;;
;;05/10/2020 - 04:09;0;0;0;0;21,79;;;;;;;;;;-10,7;;
;;05/10/2020 - 05:09;0;0;0;0;21,63;;;;;;;;;;-9,8;;
;;05/10/2020 - 06:09;0;0;0;0;21,48;;;;;;;;;;-8,9;;
;;05/10/2020 - 07:09;0;0;0;0;21,64;;;;;;;;;;-9,8;;
;;05/10/2020 - 08:09;104,29;95,94;2,22;13,13;21,81;;;;;;;;;;-10,8;;
;;05/10/2020 - 09:09;179,62;186,37;4,43;24,28;23,14;;;;;;;;;;-18,8;;
;;05/10/2020 - 10:09;42,05;238,87;4,24;34,33;24,56;;;;;;;;;;-27,3;;
;;05/10/2020 - 11:09;192,73;327,3;7,01;42,45;25,57;;;;;;;;;;-33,3;;
;;05/10/2020 - 12:09;114,27;350,08;6,72;47,44;26,08;;;;;;;;;;-36,4;;
;;05/10/2020 - 13:09;36,63;313,44;5,44;48,14;26,4;;;;;;;;;;-38,3;;
;;05/10/2020 - 14:09;12,92;258,41;4,33;44,34;26,56;;;;;;;;;;-39,2;;
;;05/10/2020 - 15:09;0;74,87;1,22;37,01;26,15;;;;;;;;;;-36,8;;
;;05/10/2020 - 16:09;0;65,63;1,07;27,44;26,07;;;;;;;;;;-36,3;;
;;05/10/2020 - 17:09;7,51;95;1,62;16,55;25,55;;;;;;;;;;-33,2;;
;;05/10/2020 - 18:09;0;17,56;0,29;4,95;24,22;;;;;;;;;;-25,2;;
;;05/10/2020 - 19:09;0;0;0;0;23,13;;;;;;;;;;-18,7;;
;;05/10/2020 - 20:09;0;0;0;0;22,77;;;;;;;;;;-16,6;;
;;05/10/2020 - 21:09;0;0;0;0;22,71;;;;;;;;;;-16,2;;
;;05/10/2020 - 22:09;0;0;0;0;22,31;;;;;;;;;;-13,8;;
;;05/10/2020 - 23:09;0;0;0;0;21,52;23,17;;23,16;;;;;;;-9,1;;
;martedì;06/10/2020 - 00:09;0;0;0;0;21;;;;;;;;;;-6,0;-243,39;
;;06/10/2020 - 01:09;0;0;0;0;20,55;;;;;;;;;;-3,3;;
;;06/10/2020 - 02:09;0;0;0;0;20,05;;;;;;;;;;-0,3;;
;;06/10/2020 - 03:09;0;0;0;0;19,69;;;;;;;;;;1,9;;
;;06/10/2020 - 04:09;0;0;0;0;19,69;;;;;;;;;;1,9;;
;;06/10/2020 - 05:09;0;0;0;0;19,48;;;;;;;;;;3,1;;
;;06/10/2020 - 06:09;0;0;0;0;19,17;;;;;;;;;;5,0;;
;;06/10/2020 - 07:09;0;0;0;0;18,67;;;;;;;;;;8,0;;
;;06/10/2020 - 08:09;144,07;91,74;2,42;12,94;18,66;;;;;;;;;;8,0;;
;;06/10/2020 - 09:09;345,83;147,03;5,31;24,06;20,94;;;;;;;;;;-5,6;;
;;06/10/2020 - 10:09;541,57;175,03;7,94;34,07;22,26;;;;;;;;;;-13,5;;
;;06/10/2020 - 11:09;702,65;180,56;9,97;42,14;23,67;;;;;;;;;;-22,0;;
;;06/10/2020 - 12:09;190,92;363,32;7,61;47,08;24,63;;;;;;;;;;-27,7;;
;;06/10/2020 - 13:09;349,63;350,2;8,98;47,75;25,18;;;;;;;;;;-31,0;;
;;06/10/2020 - 14:09;590,82;233,56;9,89;43,95;25,38;;;;;;;;;;-32,2;;
;;06/10/2020 - 15:09;437,14;220,36;8,07;36,66;25,12;;;;;;;;;;-30,6;;
;;06/10/2020 - 16:09;178,53;204,01;5,08;27,11;24,62;;;;;;;;;;-27,6;;
;;06/10/2020 - 17:09;158,39;101,98;3,31;16,25;24,25;;;;;;;;;;-25,4;;
